id,machine_tag,title,inscription,latitude,longitude,as_wkt,country,area,address,erected,main_photo,colour,organisations,language,series,series_ref,geolocated?,photographed?,number_of_subjects,number_of_male_subjects,number_of_female_subjects,number_of_inanimate_subjects,lead_subject_id,lead_subject_machine_tag,lead_subject_name,lead_subject_surname,lead_subject_sex,lead_subject_born_in,lead_subject_died_in,lead_subject_type,lead_subject_roles,lead_subject_primary_role,lead_subject_wikipedia,lead_subject_dbpedia,lead_subject_image,subjects
10414,openplaques:id=10414,Marie Studholme blue plaque,Marie Studholme (1872-1930) actress & singer lived here,51.55643,-0.19447,POINT(-0.19447 51.55643),United Kingdom,London,"298 Finchley Road, Hampstead","","",blue,"[""Music Hall Guild of Great Britain and America""]",English,"",,true,false,1,0,1,0,7056,openplaques:subject:id=7056,Marie Studholme,Studholme,female,1872,1930,woman,"[""actress"", ""singer""]","",https://en.wikipedia.org/wiki/Marie_Studholme,http://dbpedia.org/resource/Marie_Studholme,https://commons.wikimedia.org/wiki/Special:FilePath/Marie_Studholme01.jpg?width=640,"[""Marie Studholme|(1872-1930)|woman|actress and singer""]"
10415,openplaques:id=10415,Hetty King blue plaque,Music hall artiste Hetty King (1883-1972) lived here,51.41816,-0.19987,POINT(-0.19987 51.41816),United Kingdom,London,"17 Palmerstone Road, Wimbledon","","",blue,"[""Music Hall Guild of Great Britain and America""]",English,"",,true,false,1,0,1,0,7055,openplaques:subject:id=7055,Hetty King,King,female,1883,1972,woman,"[""music hall artiste""]",music hall artiste,https://en.wikipedia.org/wiki/Hetty_King,http://dbpedia.org/resource/Hetty_King,"https://commons.wikimedia.org/wiki/Special:FilePath/King,_Hetty_-_1910_(male_impersonator).jpg?width=640","[""Hetty King|(1883-1972)|woman|music hall artiste""]"
10416,openplaques:id=10416,Tommy Steele black plaque,"Tommy Steele Has headlined more performances at the London Palladium than any other star. Dick Whittington (1969-70), The Tommy Steele Show (1973), Hand Anderson (1974-75 & 1977-78), Singin' in the Rain (1983-85 & 1989) and Scrooge (2005-2006)",51.51461,-0.14059,POINT(-0.14059 51.51461),United Kingdom,London,"Palladium, 8 Argyll St","",https://farm8.staticflickr.com/7157/6791373795_ba167d1a13_z.jpg,black,[],English,"",,true,true,1,1,0,0,7009,openplaques:subject:id=7009,Tommy Steele,Steele,male,1936,,man,"[""Officer of the Most Excellent Order of the British Empire"", ""entertainer""]","",https://en.wikipedia.org/wiki/Tommy_Steele,http://dbpedia.org/resource/Tommy_Steele,https://commons.wikimedia.org/wiki/Special:FilePath/Tommy_Steel_1957.jpg?width=640,"[""Tommy Steele|(1936-present)|man|Officer of the Most Excellent Order of the British Empire and entertainer""]"
10418,openplaques:id=10418,William Morris blue plaque,"Site of the William Morris Printworks Here stood the Merton Abbey works of William Morris, established in 1881 in buildings used for calico printing since 1752. Morris and his co-workers produced carpets, tapestries, printed fabrics, and stained glass made to designs and patterns which were typical of the best of the ""Arts and Crafts Movement"", many of which remain famous today. The works continued after Morris's death in 1896, finally closing in 1940.",51.41336,-0.18287,POINT(-0.18287 51.41336),United Kingdom,London,"Merton Abbey Mills, Merton","",https://commons.wikimedia.org/wiki/Special:FilePath/William_Morris_printworks_plaque.jpg?uselang=en-gb?width=640,blue,"[""London Borough of Merton""]",English,"",,true,true,1,1,0,0,1769,openplaques:subject:id=1769,William Morris,Morris,male,1834,1896,man,"[""poet"", ""artist"", ""friend of Philip Webb"", ""colleague of Philip Webb"", ""husband of Jane Burden""]","",https://en.wikipedia.org/wiki/William_Morris,http://dbpedia.org/resource/William_Morris,https://commons.wikimedia.org/wiki/Special:FilePath/William_Morris_age_53.jpg?width=640,"[""William Morris|(1834-1896)|man|poet, artist, friend of Philip Webb, colleague of Philip Webb, and husband of Jane Burden""]"
10421,openplaques:id=10421,Thomas Smith Tait blue plaque,Thomas Smith Tait 1882-1954 architect lived here,51.56956,-0.18187,POINT(-0.18187 51.56956),United Kingdom,London,"Gates House, Wyldes Close, NW11","",https://farm9.staticflickr.com/8818/17051765077_ab85a171f7_z.jpg,blue,"[""English Heritage""]",English,"",,true,true,1,1,0,0,7053,openplaques:subject:id=7053,Thomas Smith Tait,Tait,male,1882,1954,man,"[""architect""]",architect,https://en.wikipedia.org/wiki/Thomas_S._Tait,http://dbpedia.org/resource/Thomas_S._Tait,"","[""Thomas Smith Tait|(1882-1954)|man|architect""]"
10422,openplaques:id=10422,Anthony Trollope and Frances Trollope blue plaque,Fanny Trollope author and her son Anthony lived in this house 1836 to 1838,51.66157,-0.19931,POINT(-0.19931 51.66157),United Kingdom,London,"Grandon, Hadley Green","",https://commons.wikimedia.org/wiki/Special:FilePath/Fanny_and_Anthony_Trollope_plaque_in_Hadley_Green.JPG?width=640,blue,"[""London Borough of Barnet""]",English,"",,true,true,2,1,1,0,552,openplaques:subject:id=552,Anthony Trollope,Trollope,male,1815,1882,man,"[""novelist"", ""Post Office Surveyor"", ""son of Frances Trollope""]","",https://en.wikipedia.org/wiki/Anthony_Trollope,http://dbpedia.org/resource/Anthony_Trollope,https://commons.wikimedia.org/wiki/Special:FilePath/Picture_of_Anthony_Trollope.jpg?width=640,"[""Anthony Trollope|(1815-1882)|man|novelist, Post Office Surveyor, and son of Frances Trollope"", ""Frances Trollope|(1779-1863)|woman|author, mother of Anthony Trollope, and mother of Thomas Adolphus Trollope""]"
10424,openplaques:id=10424,"W. S. Gilbert, Richard Norman Shaw, and Frederick Goodall brown plaque","Grim's Dyke. This house designed by R. Norman Shaw Architect, for Frederick Goodall Painter was later the home of W. S. Gilbert Writer and librettist, from 1890 to 1911, who drowned in the lake.",51.62321,-0.35195,POINT(-0.35195 51.62321),United Kingdom,London,"Grim’s Dyke, Old Redding","",https://commons.wikimedia.org/wiki/Special:FilePath/Grim's_Dyke_(Harrow_Heritage_Trust_Plaque).jpg?width=640,brown,"[""Harrow Heritage Trust""]",English,"",,true,true,3,3,0,0,206,openplaques:subject:id=206,W. S. Gilbert,Gilbert,male,1836,1911,man,"[""dramatist"", ""poet"", ""writer"", ""librettist"", ""playwright""]","",https://en.wikipedia.org/wiki/W._S._Gilbert,http://dbpedia.org/resource/W._S._Gilbert,https://commons.wikimedia.org/wiki/Special:FilePath/William_S._Gilbert_(1878).jpg?width=640,"[""W. S. Gilbert|(1836-1911)|man|dramatist, poet, writer, librettist, and playwright"", ""Richard Norman Shaw|(1831-1912)|man|architect"", ""Frederick Goodall|(1822-1904)|man|painter""]"
10425,openplaques:id=10425,James Bradley green plaque,In Wanstead James Bradley Third Astronomer Royal 1693-1762  was the first to demonstrate that the earth moves round the sun,51.57723,0.02696,POINT(0.02696 51.57723),United Kingdom,London,"Grove House, 2 Grove Park, Wanstead, E11","",https://farm6.staticflickr.com/5443/8912993150_4aced52958_z.jpg,green,"[""London Borough of Redbridge""]",English,"",,true,true,1,1,0,0,7051,openplaques:subject:id=7051,James Bradley,Bradley,male,1693,1762,man,"[""astronomer"", ""Astronomer Royal""]","",https://en.wikipedia.org/wiki/James_Bradley,http://dbpedia.org/resource/James_Bradley,https://commons.wikimedia.org/wiki/Special:FilePath/James_Bradley_by_Thomas_Hudson.jpg?width=640,"[""James Bradley|(1693-1762)|man|astronomer and Astronomer Royal""]"
10427,openplaques:id=10427,Brown plaque № 10427,"Lieutenant Charles Campbell Wood R.A.F. of Bloemfontein, South Africa, dived from this spot into the Thames at midnight 27 Dec 1919 and saved a woman's life, he died from the injuries received during the rescue.",51.48926,-0.22931,POINT(-0.22931 51.48926),United Kingdom,London,"Hammersmith Bridge, W6","","",brown,"[""Sir William Bull""]",English,"",,true,false,0,0,0,0,"","","","","","","","",[],"","","","",[]
10428,openplaques:id=10428,"Jane Arbuthnot, Stephen Dodd, Noel Lane, and The Harrods Bombing marble plaque",Here fell Insp Stephen Dodd PS Noel Lane WPC Jane Arbuthnot 17th December 1983,51.49962,-0.16228,POINT(-0.16228 51.49962),United Kingdom,London,"Harrods, Hans Crescent, SW1","",https://farm1.staticflickr.com/767/20980829236_da0cca20d0_z.jpg,marble,"[""Police Memorial Trust""]",English,"",,true,true,4,3,1,1,7048,openplaques:subject:id=7048,Jane Arbuthnot,Arbuthnot,female,1961,1983,woman,"[""Woman Police Constable""]",Woman Police Constable,,,"","[""Jane Arbuthnot|(1961-1983)|woman|Woman Police Constable"", ""Stephen Dodd|(1949-1983)|man|Police Inspector"", ""Noel Lane|(1955-1983)|man|Police Sergeant"", ""The Harrods Bombing|(1983)|thing|bomb""]"
10429,openplaques:id=10429,John Norden blue plaque,Site of the residence of John Morden (sic) (1548-1625) antiquary and topographer. Map maker to Elizabeth I,51.58574,-0.21783,POINT(-0.21783 51.58574),United Kingdom,London,"Hendon School, Golders Rise, NW4","","",blue,"[""Hendon Corporation""]",English,"",,true,false,1,1,0,0,7012,openplaques:subject:id=7012,John Norden,Norden,male,1548,1625,man,"[""antiquary"", ""topographer""]","",https://en.wikipedia.org/wiki/John_Norden,http://dbpedia.org/resource/John_Norden,"","[""John Norden|(1548-1625)|man|antiquary and topographer""]"
10430,openplaques:id=10430,William Shakespeare black plaque,Here stood the Globe Playhouse of Shakespeare 1598 - 1613,51.507,-0.09464,POINT(-0.09464 51.507),United Kingdom,London,"Park Street, SE1","",https://commons.wikimedia.org/wiki/Special:FilePath/Here_stood_the_Globe_Playhouse_of_Shakespeare_1598_-_1613.jpg?width=640,black,"[""Shakespeare Reading Society of London""]",English,"",,true,true,1,1,0,0,4982,openplaques:subject:id=4982,William Shakespeare,Shakespeare,male,1564,1616,man,"[""actor"", ""playwright"", ""father of Susanna Hall"", ""husband of Anne Hathaway"", ""son of John Shakespeare"", ""son of Mary Shakespeare""]","",https://en.wikipedia.org/wiki/William_Shakespeare,http://dbpedia.org/resource/William_Shakespeare,https://commons.wikimedia.org/wiki/Special:FilePath/Shakespeare.jpg?width=640,"[""William Shakespeare|(1564-1616)|man|actor, playwright, father of Susanna Hall, husband of Anne Hathaway, son of John Shakespeare, and son of Mary Shakespeare""]"
10432,openplaques:id=10432,Laurence Brown black plaque,Here fell PC Laurence Brown 28th August 1990,51.5366,-0.06654,POINT(-0.06654 51.5366),United Kingdom,London,"Pownall Road, E8","","",black,"[""Police Memorial Trust""]",English,"",,true,false,1,1,0,0,7047,openplaques:subject:id=7047,Laurence Brown,Brown,male,,1990,man,"[""Police Constable""]",Police Constable,https://en.wikipedia.org/wiki/Laurie_Brown_(bishop),http://dbpedia.org/resource/Laurie_Brown_(bishop),"","[""Laurence Brown|(d.1990)|man|Police Constable""]"
10433,openplaques:id=10433,Harold Ridley and intraocular lens black plaque,The first intraocular lens for the treatment of cataract was implanted by Mr. Harold Ridley FRS at St. Thomas' Hospital on 8th February 1950,51.49898,-0.11764,POINT(-0.11764 51.49898),United Kingdom,London,"St Thomas' Hospital, Lambeth","",https://commons.wikimedia.org/wiki/Special:FilePath/Plaque_for_Harold_Ridley%27s_first_intraocular_lens_at_St_Thomas%27_Hospital.jpg?uselang=en-gb?width=640,black,[],English,"",,true,true,2,2,0,0,7015,openplaques:subject:id=7015,Harold Ridley,Ridley,male,1906,2001,man,"[""Fellow of the Royal Society"", ""pioneer eye and cataract surgeon"", ""inventor of intraocular lens"", ""Knight Bachelor""]","",https://en.wikipedia.org/wiki/Harold_Ridley_(ophthalmologist),http://dbpedia.org/resource/Harold_Ridley_(ophthalmologist),"","[""Harold Ridley|(1906-2001)|man|Fellow of the Royal Society, pioneer eye and cataract surgeon, inventor of intraocular lens, and Knight Bachelor"", ""intraocular lens||man|invention of Harold Ridley, medical implant, and cataract treatment""]"
10440,openplaques:id=10440,Alan King plaque,Here fell Sgt Alan King 29th November 1991,51.59407,-0.03457,POINT(-0.03457 51.59407),United Kingdom,London,"Higham Hill Road, E17","","","","[""Police Memorial Trust""]",English,"",,true,false,1,1,0,0,7046,openplaques:subject:id=7046,Alan King,King,male,1950,1991,man,"[""British Army or Royal Marines Sergeant""]",British Army or Royal Marines Sergeant,https://en.wikipedia.org/wiki/Alan_King,http://dbpedia.org/resource/Alan_King,"","[""Alan King|(1950-1991)|man|British Army or Royal Marines Sergeant""]"
10441,openplaques:id=10441,Thomas Stamford Raffles blue plaque,Sir Stamford Raffles LLD FRS founder of Singapore lived here June 1825 to July 1826,51.62124,-0.23439,POINT(-0.23439 51.62124),United Kingdom,London,"Oak Cottage, Hammers Lane, NW7 4DY","","",blue,"[""Hendon Corporation""]",English,"",,true,false,1,1,0,0,7045,openplaques:subject:id=7045,Thomas Stamford Raffles,Raffles,male,1781,1826,man,"[""Doctor of Law"", ""Fellow of the Royal Society"", ""founder of Singapore"", ""Knight Bachelor""]","",https://en.wikipedia.org/wiki/Stamford_Raffles,http://dbpedia.org/resource/Stamford_Raffles,https://commons.wikimedia.org/wiki/Special:FilePath/StamfordRaffles.jpeg?width=640,"[""Thomas Stamford Raffles|(1781-1826)|man|Doctor of Law, Fellow of the Royal Society, founder of Singapore, and Knight Bachelor""]"
10451,openplaques:id=10451,Biggin Hill Royal Air Force station blue plaque,Site of Biggin Hill Royal Air Force station 1917-1992,51.32703,0.02287,POINT(0.02287 51.32703),United Kingdom,London,"Main Road, Biggin Hill","",https://farm1.staticflickr.com/853/30055752848_34f26a2fdd_z.jpg,blue,"[""London Borough of Bromley""]",English,"",,true,true,1,1,0,1,7044,openplaques:subject:id=7044,Biggin Hill Royal Air Force station,Biggin Hill Royal Air Force station,object,1917,1992,place,"[""Royal Air Force station""]",Royal Air Force station,https://en.wikipedia.org/wiki/London_Biggin_Hill_Airport,http://dbpedia.org/resource/London_Biggin_Hill_Airport,"","[""Biggin Hill Royal Air Force station|(1917-1992)|place|Royal Air Force station""]"
10452,openplaques:id=10452,Blue plaque № 10452,The Strongest Link. The Royal Air Force Station motto commemorates all service and civilian personnel based here during World War II who played such a crucial part in winning Peace In Europe 8th May 1945,51.327,0.02288,POINT(0.02288 51.327),United Kingdom,London,"Main Road, Biggin Hill","",https://farm1.staticflickr.com/929/43924934751_e0a3598592_z.jpg,blue,"[""London Borough of Bromley""]",English,"",,true,true,0,0,0,0,"","","","","","","","",[],"","","","",[]
10453,openplaques:id=10453,plaque № 10453,On this site stood a Garage for the Steam Buses which The National Steam Car Company opened in 1911. The Clock Tower is a replica of the one which existed until 1999.,51.46435,-0.06101,POINT(-0.06101 51.46435),United Kingdom,London,"Nunhead Lane, SE15","","","",[],English,"",,true,false,0,0,0,0,"","","","","","","","",[],"","","","",[]
10454,openplaques:id=10454,Surrey Iron Railway brass plaque,"The Surrey Iron Railway was the first public railway in England, probably in the world. The railway ran along this road on its route from Croydon to the mouth of the River Wandle, a distance of nearly nine miles. Goods wagons were pulled by horses along a track of cast iron plates laid on stone sleepers, some of which are set in the wall below. The gauge was 4'2. It opened in 1803, following the passing of the Surrey Iron Railway Act in 1801, and closed in 1846, the victim of the success of newer railways, powered by steam.",51.45841,-0.19208,POINT(-0.19208 51.45841),United Kingdom,London,Barchard Street,"",https://commons.wikimedia.org/wiki/Special:FilePath/Surrey_Iron_Railway02.JPG?width=640,brass,"[""Wandsworth Society""]",English,"",,true,true,1,1,0,1,9984,openplaques:subject:id=9984,Surrey Iron Railway,Surrey Iron Railway,object,1803,1846,thing,"[""railway""]",railway,https://en.wikipedia.org/wiki/Surrey_Iron_Railway,http://dbpedia.org/resource/Surrey_Iron_Railway,"","[""Surrey Iron Railway|(1803-1846)|thing|railway""]"
10455,openplaques:id=10455,Surrey Iron Railway brass plaque,"The Surrey Iron Railway. Opened in 1803, ran from Wandsworth to West Croydon, and had a branch from Mitcham that terminated in this Borough in 1804. It was the first public railway in the world, was horse-drawn, carried only freight, and operated until 1816. The stone sleepers and rails are original.",51.35792,-0.15059,POINT(-0.15059 51.35792),United Kingdom,London,"Grounds of Wallington Library, Wallington","","",brass,[],English,"",,true,false,1,1,0,1,9984,openplaques:subject:id=9984,Surrey Iron Railway,Surrey Iron Railway,object,1803,1846,thing,"[""railway""]",railway,https://en.wikipedia.org/wiki/Surrey_Iron_Railway,http://dbpedia.org/resource/Surrey_Iron_Railway,"","[""Surrey Iron Railway|(1803-1846)|thing|railway""]"
10477,openplaques:id=10477,David Lloyd George plaque,David Lloyd George,51.4498,-0.17364,POINT(-0.17364 51.4498),United Kingdom,London,"Lloyd George Mansions, 191 Trinity Road, SW18","","","",[],English,"",,true,false,1,1,0,0,502,openplaques:subject:id=502,David Lloyd George,George,male,1863,1945,man,"[""Prime Minister of the United Kingdom"", ""Member of Parliament"", ""solicitor"", ""Earl Lloyd George of Dwyfor"", ""Viscount Gwynedd"", ""Privy Counsellor"", ""Chancellor of the Exchequer"", ""Order of Merit recipient""]","",https://en.wikipedia.org/wiki/David_Lloyd_George,http://dbpedia.org/resource/David_Lloyd_George,https://commons.wikimedia.org/wiki/Special:FilePath/David_Lloyd_George.jpg?width=640,"[""David Lloyd George|(1863-1945)|man|Prime Minister of the United Kingdom, Member of Parliament, solicitor, Earl Lloyd George of Dwyfor, Viscount Gwynedd, Privy Counsellor, Chancellor of the Exchequer, and Order of Merit recipient""]"
10478,openplaques:id=10478,Elizabeth Garrett Anderson blue plaque,Elizabeth Garrett Anderson 1836-1919 was born in a house formerly on this site. The first woman to be registered as a medical practitioner and surgeon. Founder of the first hospital for and staffed by women,51.51495,-0.06579,POINT(-0.06579 51.51495),United Kingdom,London,"London Guildhall University, Commercial Road, E1","","",blue,"[""London Borough of Tower Hamlets""]",English,"",,true,false,1,0,1,0,136,openplaques:subject:id=136,Elizabeth Garrett Anderson,Anderson,female,1836,1917,woman,"[""Doctor - Bachelor of Medicine MBBS"", ""first woman to qualify as a doctor in Britain"", ""mother of Louisa Garrett Anderson"", ""founder of Elizabeth Garrett Anderson Hospital, London"", ""daughter of Newson Garrett"", ""Mayor of Aldeburgh"", ""wife of James Anderson""]","",https://en.wikipedia.org/wiki/Elizabeth_Garrett_Anderson,http://dbpedia.org/resource/Elizabeth_Garrett_Anderson,https://commons.wikimedia.org/wiki/Special:FilePath/Eganderson.jpg?width=640,"[""Elizabeth Garrett Anderson|(1836-1917)|woman|Doctor - Bachelor of Medicine MBBS, first woman to qualify as a doctor in Britain, mother of Louisa Garrett Anderson, founder of Elizabeth Garrett Anderson Hospital, London, daughter of Newson Garrett, Mayor of Aldeburgh, and wife of James Anderson""]"
